4/18/2025 5:20:46 AM  Counts:50000
1419.600000000  0.100311566
1419.605468750  0.099334503
1419.610937500  0.100081839
1419.616406250  0.099979415
1419.621875000  0.101097576
1419.627343750  0.101516394
1419.632812500  0.102017355
1419.638281250  0.102543261
1419.643750000  0.103177274
1419.649218750  0.104900929
1419.654687500  0.105227481
1419.660156250  0.106668863
1419.665625000  0.108240477
1419.671093750  0.108942009
1419.676562500  0.110748426
1419.682031250  0.112372088
1419.687500000  0.113779008
1419.692968750  0.115043821
1419.698437500  0.116775094
1419.703906250  0.118032330
1419.709375000  0.120358935
1419.714843750  0.122344418
1419.720312500  0.124504126
1419.725781250  0.126201604
1419.731250000  0.129002237
1419.736718750  0.130053887
1419.742187500  0.132276545
1419.747656250  0.133954396
1419.753125000  0.136602642
1419.758593750  0.137839199
1419.764062500  0.140482602
1419.769531250  0.143366837
1419.775000000  0.144090709
1419.780468750  0.146724590
1419.785937500  0.148900501
1419.791406250  0.151373082
1419.796875000  0.153980439
1419.802343750  0.154035667
1419.807812500  0.157526101
1419.813281250  0.159611202
1419.818750000  0.161703954
1419.824218750  0.163194778
1419.829687500  0.166296722
1419.835156250  0.168534581
1419.840625000  0.170781964
1419.846093750  0.172508188
1419.851562500  0.174750503
1419.857031250  0.176252065
1419.862500000  0.179265449
1419.867968750  0.181779128
1419.873437500  0.184026765
1419.878906250  0.187067528
1419.884375000  0.200378940
1419.889843750  0.206754567
1419.895312500  0.193342580
1419.900781250  0.193894241
1419.906250000  0.194813357
1419.911718750  0.197103029
1419.917187500  0.199720146
1419.922656250  0.201341822
1419.928125000  0.203029506
1419.933593750  0.204745841
1419.939062500  0.205026103
1419.944531250  0.208828704
1419.950000000  0.209631909
1419.955468750  0.210537981
1419.960937500  0.212577752
1419.966406250  0.214039036
1419.971875000  0.215405595
1419.977343750  0.216621530
1419.982812500  0.218698079
1419.988281250  0.221363375
1419.993750000  0.221703037
1419.999218750  0.222223005
1420.004687500  0.222484995
1420.010156250  0.224844640
1420.015625000  0.226921459
1420.021093750  0.228168573
1420.026562500  0.230073528
1420.032031250  0.229671878
1420.037500000  0.230021706
1420.042968750  0.231646187
1420.048437500  0.233212277
1420.053906250  0.234678237
1420.059375000  0.236816799
1420.064843750  0.235191949
1420.070312500  0.236903386
1420.075781250  0.238431881
1420.081250000  0.239001306
1420.086718750  0.240969547
1420.092187500  0.241095127
1420.097656250  0.240437800
1420.103125000  0.241825260
1420.108593750  0.242173538
1420.114062500  0.243613793
1420.119531250  0.242644699
1420.125000000  0.244244692
1420.130468750  0.243850323
1420.135937500  0.244843556
1420.141406250  0.245542585
1420.146875000  0.245741249
1420.152343750  0.247531238
1420.157812500  0.247964670
1420.163281250  0.246737162
1420.168750000  0.245783750
1420.174218750  0.246958817
1420.179687500  0.248308698
1420.185156250  0.249316442
1420.190625000  0.249039255
1420.196093750  0.248031542
1420.201562500  0.248732306
1420.207031250  0.248551846
1420.212500000  0.248003236
1420.217968750  0.249750035
1420.223437500  0.248938528
1420.228906250  0.248117244
1420.234375000  0.248552252
1420.239843750  0.250105824
1420.245312500  0.248420977
1420.250781250  0.251954859
1420.256250000  0.251673762
1420.261718750  0.249181451
1420.267187500  0.250211316
1420.272656250  0.249103243
1420.278125000  0.249029240
1420.283593750  0.248893968
1420.289062500  0.247635779
1420.294531250  0.248859837
1420.300000000  0.247678457
1420.305468750  0.248488830
1420.310937500  0.248301365
1420.316406250  0.250015758
1420.321875000  0.250079446
1420.327343750  0.248033278
1420.332812500  0.248236992
1420.338281250  0.248128890
1420.343750000  0.246806258
1420.349218750  0.246962754
1420.354687500  0.248097147
1420.360156250  0.246851629
1420.365625000  0.246014637
1420.371093750  0.246142869
1420.376562500  0.245752058
1420.382031250  0.247510424
1420.387500000  0.247255438
1420.392968750  0.246348160
1420.398437500  0.245391284
1420.403906250  0.246370354
1420.409375000  0.246905871
1420.414843750  0.247818706
1420.420312500  0.247049710
1420.425781250  0.246333083
1420.431250000  0.245435144
1420.436718750  0.246069666
1420.442187500  0.246749138
1420.447656250  0.247372800
1420.453125000  0.247029127
1420.458593750  0.248073561
1420.464062500  0.247634122
1420.469531250  0.246877668
1420.475000000  0.247485057
1420.480468750  0.248446046
1420.485937500  0.248977473
1420.491406250  0.249110275
1420.496875000  0.250097613
1420.502343750  0.249770880
1420.507812500  0.250038327
1420.513281250  0.250697649
1420.518750000  0.249215739
1420.524218750  0.249961243
1420.529687500  0.249659573
1420.535156250  0.250654625
1420.540625000  0.249846819
1420.546093750  0.250579008
1420.551562500  0.249563072
1420.557031250  0.249450794
1420.562500000  0.248851026
1420.567968750  0.248779276
1420.573437500  0.249023043
1420.578906250  0.248687213
1420.584375000  0.248705554
1420.589843750  0.247999761
1420.595312500  0.249531140
1420.600781250  0.249730926
1420.606250000  0.250215541
1420.611718750  0.251499192
1420.617187500  0.249885018
1420.622656250  0.251644337
1420.628125000  0.250412860
1420.633593750  0.250456118
1420.639062500  0.251369695
1420.644531250  0.251284878
1420.650000000  0.250896612
1420.655468750  0.252899933
1420.660937500  0.252779231
1420.666406250  0.252712874
1420.671875000  0.253537347
1420.677343750  0.254549427
1420.682812500  0.253712401
