4/18/2025 5:10:40 AM  Counts:50000
1419.600000000  0.094971148
1419.605468750  0.095271550
1419.610937500  0.095577497
1419.616406250  0.095927359
1419.621875000  0.096801520
1419.627343750  0.096638169
1419.632812500  0.097503796
1419.638281250  0.098527761
1419.643750000  0.099068041
1419.649218750  0.100435319
1419.654687500  0.101385290
1419.660156250  0.102457611
1419.665625000  0.103918766
1419.671093750  0.104916496
1419.676562500  0.106816130
1419.682031250  0.108375318
1419.687500000  0.109946408
1419.692968750  0.111354590
1419.698437500  0.113737758
1419.703906250  0.114567492
1419.709375000  0.116737694
1419.714843750  0.118390289
1419.720312500  0.120854103
1419.725781250  0.122875650
1419.731250000  0.125512566
1419.736718750  0.127210558
1419.742187500  0.130058875
1419.747656250  0.130401544
1419.753125000  0.132220775
1419.758593750  0.134789963
1419.764062500  0.136622102
1419.769531250  0.138329873
1419.775000000  0.140266631
1419.780468750  0.142400958
1419.785937500  0.144616544
1419.791406250  0.146531849
1419.796875000  0.149040377
1419.802343750  0.151097194
1419.807812500  0.152536761
1419.813281250  0.154571228
1419.818750000  0.155937597
1419.824218750  0.159472660
1419.829687500  0.159966101
1419.835156250  0.164253668
1419.840625000  0.166804045
1419.846093750  0.167880049
1419.851562500  0.168994272
1419.857031250  0.172121205
1419.862500000  0.174617207
1419.867968750  0.178741027
1419.873437500  0.187048833
1419.878906250  0.209174608
1419.884375000  0.342407063
1419.889843750  0.374961668
1419.895312500  0.211604385
1419.900781250  0.194340022
1419.906250000  0.190469730
1419.911718750  0.190759042
1419.917187500  0.191767464
1419.922656250  0.197250644
1419.928125000  0.197159352
1419.933593750  0.196701460
1419.939062500  0.196965447
1419.944531250  0.198279424
1419.950000000  0.201617373
1419.955468750  0.202972409
1419.960937500  0.203727232
1419.966406250  0.207034006
1419.971875000  0.207819190
1419.977343750  0.208179235
1419.982812500  0.211638955
1419.988281250  0.211852239
1419.993750000  0.213676869
1419.999218750  0.216217786
1420.004687500  0.216521704
1420.010156250  0.219506895
1420.015625000  0.220067117
1420.021093750  0.224148866
1420.026562500  0.223123424
1420.032031250  0.224702852
1420.037500000  0.224040253
1420.042968750  0.226170725
1420.048437500  0.226656079
1420.053906250  0.227220896
1420.059375000  0.228376818
1420.064843750  0.228874073
1420.070312500  0.228910465
1420.075781250  0.231753197
1420.081250000  0.230158264
1420.086718750  0.231359900
1420.092187500  0.231295028
1420.097656250  0.233193518
1420.103125000  0.231903979
1420.108593750  0.233423578
1420.114062500  0.232882537
1420.119531250  0.233935762
1420.125000000  0.234611214
1420.130468750  0.234692744
1420.135937500  0.235396597
1420.141406250  0.234139799
1420.146875000  0.235689631
1420.152343750  0.236041837
1420.157812500  0.237285728
1420.163281250  0.237043950
1420.168750000  0.236892032
1420.174218750  0.236996589
1420.179687500  0.237158308
1420.185156250  0.238078308
1420.190625000  0.238030424
1420.196093750  0.238855151
1420.201562500  0.239405959
1420.207031250  0.237826534
1420.212500000  0.238759454
1420.217968750  0.237971833
1420.223437500  0.238404612
1420.228906250  0.237815639
1420.234375000  0.238945614
1420.239843750  0.239749885
1420.245312500  0.238648892
1420.250781250  0.238920559
1420.256250000  0.238673260
1420.261718750  0.237784753
1420.267187500  0.238453187
1420.272656250  0.237496393
1420.278125000  0.237217637
1420.283593750  0.237020333
1420.289062500  0.236722574
1420.294531250  0.237461155
1420.300000000  0.236852104
1420.305468750  0.234951308
1420.310937500  0.236326539
1420.316406250  0.238064145
1420.321875000  0.236168282
1420.327343750  0.237454116
1420.332812500  0.236347128
1420.338281250  0.237268995
1420.343750000  0.236450094
1420.349218750  0.235817821
1420.354687500  0.236253579
1420.360156250  0.235368480
1420.365625000  0.235412315
1420.371093750  0.235317850
1420.376562500  0.234149177
1420.382031250  0.234322305
1420.387500000  0.234837401
1420.392968750  0.234254398
1420.398437500  0.234369206
1420.403906250  0.234198761
1420.409375000  0.232746550
1420.414843750  0.234603919
1420.420312500  0.233245305
1420.425781250  0.233449066
1420.431250000  0.233377046
1420.436718750  0.233304738
1420.442187500  0.232679219
1420.447656250  0.234231430
1420.453125000  0.233184260
1420.458593750  0.233443975
1420.464062500  0.233988640
1420.469531250  0.233339241
1420.475000000  0.234572474
1420.480468750  0.233316817
1420.485937500  0.234035126
1420.491406250  0.233056145
1420.496875000  0.233788541
1420.502343750  0.234083304
1420.507812500  0.234022161
1420.513281250  0.235005690
1420.518750000  0.235459790
1420.524218750  0.234263798
1420.529687500  0.235157356
1420.535156250  0.234094677
1420.540625000  0.233580853
