4/18/2025 5:18:19 AM  Counts:50000
1419.600000000  0.087065770
1419.605468750  0.087332329
1419.610937500  0.087671308
1419.616406250  0.088005158
1419.621875000  0.088601148
1419.627343750  0.089106487
1419.632812500  0.088749800
1419.638281250  0.090055681
1419.643750000  0.090515364
1419.649218750  0.091934278
1419.654687500  0.092499152
1419.660156250  0.093377244
1419.665625000  0.094713033
1419.671093750  0.095925942
1419.676562500  0.097213527
1419.682031250  0.098294725
1419.687500000  0.099243302
1419.692968750  0.101303748
1419.698437500  0.102316482
1419.703906250  0.104002662
1419.709375000  0.105934365
1419.714843750  0.106940187
1419.720312500  0.109099544
1419.725781250  0.110357674
1419.731250000  0.112491083
1419.736718750  0.114742238
1419.742187500  0.116029561
1419.747656250  0.118022479
1419.753125000  0.119366384
1419.758593750  0.121294171
1419.764062500  0.123492323
1419.769531250  0.125303134
1419.775000000  0.126719831
1419.780468750  0.128144932
1419.785937500  0.130495023
1419.791406250  0.132308109
1419.796875000  0.134278400
1419.802343750  0.136010064
1419.807812500  0.138129645
1419.813281250  0.140879081
1419.818750000  0.141699745
1419.824218750  0.144105608
1419.829687500  0.145627733
1419.835156250  0.147786684
1419.840625000  0.150333222
1419.846093750  0.151719811
1419.851562500  0.153093754
1419.857031250  0.155172230
1419.862500000  0.157227942
1419.867968750  0.158998823
1419.873437500  0.162394949
1419.878906250  0.168210918
1419.884375000  0.202027447
1419.889843750  0.213769316
1419.895312500  0.172827571
1419.900781250  0.170255203
1419.906250000  0.171579950
1419.911718750  0.172550128
1419.917187500  0.174145379
1419.922656250  0.176387231
1419.928125000  0.178306644
1419.933593750  0.178516187
1419.939062500  0.180400475
1419.944531250  0.180948148
1419.950000000  0.183078528
1419.955468750  0.184627390
1419.960937500  0.186155414
1419.966406250  0.188119066
1419.971875000  0.187613861
1419.977343750  0.190008756
1419.982812500  0.191580113
1419.988281250  0.192514062
1419.993750000  0.194055174
1419.999218750  0.195554470
1420.004687500  0.196585731
1420.010156250  0.196766692
1420.015625000  0.199232318
1420.021093750  0.199909609
1420.026562500  0.200670945
1420.032031250  0.201505615
1420.037500000  0.202700091
1420.042968750  0.204088024
1420.048437500  0.205210472
1420.053906250  0.206135335
1420.059375000  0.206565800
1420.064843750  0.207912252
1420.070312500  0.207589644
1420.075781250  0.208645103
1420.081250000  0.209499168
1420.086718750  0.209902647
1420.092187500  0.210310042
1420.097656250  0.210821234
1420.103125000  0.211121459
1420.108593750  0.212240335
1420.114062500  0.212915297
