4/20/2025 2:26:24 AM  Counts:100000
1419.006000000  0.100798736
1419.008734375  0.100778844
1419.011468750  0.100835899
1419.014203125  0.100837493
1419.016937500  0.101326661
1419.019671875  0.101022594
1419.022406250  0.101541560
1419.025140625  0.101296732
1419.027875000  0.101901748
1419.030609375  0.102410953
1419.033343750  0.102255644
1419.036078125  0.102660385
1419.038812500  0.102985033
1419.041546875  0.103595745
1419.044281250  0.104111078
1419.047015625  0.104381960
1419.049750000  0.104777777
1419.052484375  0.105467995
1419.055218750  0.105622142
1419.057953125  0.106491415
1419.060687500  0.106809894
1419.063421875  0.107303245
1419.066156250  0.108040235
1419.068890625  0.108573752
1419.071625000  0.109281262
1419.074359375  0.110211699
1419.077093750  0.110537700
1419.079828125  0.111187826
1419.082562500  0.112021051
1419.085296875  0.112493784
1419.088031250  0.113726198
1419.090765625  0.114337813
1419.093500000  0.114954770
1419.096234375  0.116199109
1419.098968750  0.116762340
1419.101703125  0.117645613
1419.104437500  0.118524397
1419.107171875  0.119652633
1419.109906250  0.120024461
1419.112640625  0.121298705
1419.115375000  0.121953652
1419.118109375  0.122966727
1419.120843750  0.124034305
1419.123578125  0.125063653
1419.126312500  0.125999373
1419.129046875  0.126669605
1419.131781250  0.127518683
1419.134515625  0.128656038
1419.137250000  0.129807945
1419.139984375  0.130683949
1419.142718750  0.131605220
1419.145453125  0.132727105
1419.148187500  0.133973738
1419.150921875  0.134923010
1419.153656250  0.136269468
1419.156390625  0.136800356
1419.159125000  0.137902976
1419.161859375  0.139050321
1419.164593750  0.140227268
1419.167328125  0.141013294
1419.170062500  0.142539161
1419.172796875  0.143641060
1419.175531250  0.144330236
1419.178265625  0.145787429
1419.181000000  0.146132325
1419.183734375  0.148007305
1419.186468750  0.149207435
1419.189203125  0.150164159
1419.191937500  0.151099487
1419.194671875  0.151904754
1419.197406250  0.153634615
1419.200140625  0.154915366
1419.202875000  0.155712402
1419.205609375  0.156742938
1419.208343750  0.157692921
1419.211078125  0.158884591
1419.213812500  0.160138064
1419.216546875  0.161498277
1419.219281250  0.162155355
1419.222015625  0.163317424
1419.224750000  0.164865893
1419.227484375  0.165611571
1419.230218750  0.166900565
1419.232953125  0.167370605
1419.235687500  0.168885813
1419.238421875  0.169984410
1419.241156250  0.170912670
1419.243890625  0.172476258
1419.246625000  0.173696203
1419.249359375  0.173809061
1419.252093750  0.175867534
1419.254828125  0.176577828
1419.257562500  0.177479681
1419.260296875  0.178842410
1419.263031250  0.179871863
1419.265765625  0.180980438
1419.268500000  0.182272821
1419.271234375  0.183014248
1419.273968750  0.183848140
1419.276703125  0.185346333
1419.279437500  0.186089046
1419.282171875  0.186766297
