4/20/2025 1:38:46 AM  Counts:100000
1419.006000000  0.098602320
1419.008734375  0.098504641
1419.011468750  0.098386513
1419.014203125  0.098781299
1419.016937500  0.098634882
1419.019671875  0.099066311
1419.022406250  0.099235381
1419.025140625  0.099227963
1419.027875000  0.099522776
1419.030609375  0.099650943
1419.033343750  0.100230560
1419.036078125  0.100527571
1419.038812500  0.100724238
1419.041546875  0.100953863
1419.044281250  0.101412131
1419.047015625  0.101928432
1419.049750000  0.102331646
1419.052484375  0.102790150
1419.055218750  0.103423771
1419.057953125  0.103732701
1419.060687500  0.104445738
1419.063421875  0.104891119
1419.066156250  0.105427082
1419.068890625  0.105972370
1419.071625000  0.106150638
1419.074359375  0.106987810
1419.077093750  0.107625627
1419.079828125  0.108848654
1419.082562500  0.109360478
1419.085296875  0.110125863
1419.088031250  0.110838706
1419.090765625  0.111655333
1419.093500000  0.112235356
1419.096234375  0.113166373
1419.098968750  0.113997170
1419.101703125  0.114776521
1419.104437500  0.115390536
1419.107171875  0.116477555
1419.109906250  0.117380476
1419.112640625  0.117848309
1419.115375000  0.119267151
1419.118109375  0.119750321
1419.120843750  0.120732306
1419.123578125  0.122037093
1419.126312500  0.122328065
1419.129046875  0.124199553
1419.131781250  0.124350786
1419.134515625  0.125474183
1419.137250000  0.126475208
1419.139984375  0.127701928
1419.142718750  0.128436065
1419.145453125  0.129795127
1419.148187500  0.130558882
1419.150921875  0.131406215
1419.153656250  0.132742688
1419.156390625  0.133839443
1419.159125000  0.134654281
1419.161859375  0.135601891
1419.164593750  0.136655047
1419.167328125  0.137903588
1419.170062500  0.139221610
1419.172796875  0.140106102
1419.175531250  0.141335048
1419.178265625  0.142002184
1419.181000000  0.143271164
1419.183734375  0.144328861
1419.186468750  0.145219231
1419.189203125  0.145999847
1419.191937500  0.147397348
1419.194671875  0.148929100
1419.197406250  0.149696148
1419.200140625  0.151089974
1419.202875000  0.151851643
1419.205609375  0.153004297
1419.208343750  0.154091060
1419.211078125  0.154372101
1419.213812500  0.156626972
1419.216546875  0.157082068
1419.219281250  0.158419868
1419.222015625  0.159715247
1419.224750000  0.160721422
1419.227484375  0.161695772
1419.230218750  0.162537591
1419.232953125  0.163407359
1419.235687500  0.164967481
1419.238421875  0.165534001
1419.241156250  0.166775411
1419.243890625  0.167629612
1419.246625000  0.168646389
1419.249359375  0.170206987
1419.252093750  0.171463690
1419.254828125  0.172075673
1419.257562500  0.173617968
1419.260296875  0.174219154
1419.263031250  0.175522433
1419.265765625  0.176618071
1419.268500000  0.177294531
1419.271234375  0.178764524
1419.273968750  0.179520628
1419.276703125  0.180348687
1419.279437500  0.181530749
1419.282171875  0.182659288
1419.284906250  0.184153082
1419.287640625  0.185004931
1419.290375000  0.185132394
1419.293109375  0.186942134
1419.295843750  0.187552576
1419.298578125  0.188892272
1419.301312500  0.189524214
1419.304046875  0.190418723
1419.306781250  0.191482253
1419.309515625  0.191979001
1419.312250000  0.193008566
1419.314984375  0.194720040
1419.317718750  0.195481280
1419.320453125  0.195902667
1419.323187500  0.197022787
1419.325921875  0.197531645
1419.328656250  0.199035023
1419.331390625  0.199993923
1419.334125000  0.201180710
1419.336859375  0.201744025
1419.339593750  0.202275080
1419.342328125  0.203708288
1419.345062500  0.203896534
1419.347796875  0.204908566
1419.350531250  0.206297972
1419.353265625  0.207005596
1419.356000000  0.207063386
1419.358734375  0.208585069
1419.361468750  0.209501460
1419.364203125  0.210781218
1419.366937500  0.210464006
1419.369671875  0.212133885
1419.372406250  0.212359933
1419.375140625  0.213428842
1419.377875000  0.213797089
1419.380609375  0.215232797
1419.383343750  0.215629305
1419.386078125  0.216216619
1419.388812500  0.217354048
1419.391546875  0.217444334
1419.394281250  0.218421103
1419.397015625  0.219116097
1419.399750000  0.219952816
1419.402484375  0.220223064
1419.405218750  0.221254075
1419.407953125  0.221911953
1419.410687500  0.222803322
1419.413421875  0.223287395
1419.416156250  0.223989274
1419.418890625  0.224753228
1419.421625000  0.225111885
1419.424359375  0.225540304
1419.427093750  0.226212142
1419.429828125  0.227415690
1419.432562500  0.227206828
1419.435296875  0.227569569
1419.438031250  0.228505390
1419.440765625  0.229390860
1419.443500000  0.229718711
1419.446234375  0.229604088
1419.448968750  0.230417191
1419.451703125  0.231312474
1419.454437500  0.231903157
1419.457171875  0.232485716
1419.459906250  0.233179079
1419.462640625  0.234357741
1419.465375000  0.233178762
1419.468109375  0.234585552
1419.470843750  0.234417416
1419.473578125  0.235186368
1419.476312500  0.235954788
1419.479046875  0.236218946
1419.481781250  0.236676120
1419.484515625  0.236893190
1419.487250000  0.237141365
1419.489984375  0.238001774
1419.492718750  0.237839251
1419.495453125  0.238027943
1419.498187500  0.238418960
1419.500921875  0.239120477
1419.503656250  0.239688597
1419.506390625  0.239088811
1419.509125000  0.240307134
1419.511859375  0.240567921
1419.514593750  0.240229598
1419.517328125  0.241343946
1419.520062500  0.242106309
