4/20/2025 2:51:47 AM  Counts:100000
1419.008000000  0.097035043
1419.010734375  0.096678437
1419.013468750  0.097001730
1419.016203125  0.097026563
1419.018937500  0.097033866
1419.021671875  0.097200081
1419.024406250  0.097185653
1419.027140625  0.097764484
1419.029875000  0.097958223
1419.032609375  0.097895294
1419.035343750  0.098299986
1419.038078125  0.098876233
1419.040812500  0.098909721
1419.043546875  0.099187123
1419.046281250  0.099637742
1419.049015625  0.100235360
1419.051750000  0.100702374
1419.054484375  0.101012751
1419.057218750  0.101592866
1419.059953125  0.101960484
1419.062687500  0.102768526
1419.065421875  0.103165502
1419.068156250  0.103676823
1419.070890625  0.104246171
1419.073625000  0.104819044
1419.076359375  0.105423742
1419.079093750  0.106209271
1419.081828125  0.106932766
1419.084562500  0.107279350
1419.087296875  0.108257702
1419.090031250  0.108861609
1419.092765625  0.109940833
1419.095500000  0.110659240
1419.098234375  0.111488460
1419.100968750  0.111989096
1419.103703125  0.112316503
1419.106437500  0.113855556
1419.109171875  0.114453424
1419.111906250  0.115340071
1419.114640625  0.116300036
1419.117375000  0.116681798
1419.120109375  0.117229652
1419.122843750  0.118832781
1419.125578125  0.119753487
1419.128312500  0.120516849
1419.131046875  0.121721641
1419.133781250  0.122340153
1419.136515625  0.123219598
1419.139250000  0.124772280
1419.141984375  0.125697316
1419.144718750  0.126282147
1419.147453125  0.127646412
1419.150187500  0.128569784
1419.152921875  0.129368519
1419.155656250  0.130634407
1419.158390625  0.131452568
1419.161125000  0.132558386
1419.163859375  0.133632914
1419.166593750  0.134463677
1419.169328125  0.135971958
1419.172062500  0.136838103
1419.174796875  0.137944545
1419.177531250  0.138858519
1419.180265625  0.139860291
1419.183000000  0.140495451
1419.185734375  0.141762551
1419.188468750  0.143529804
1419.191203125  0.143844125
1419.193937500  0.145347478
1419.196671875  0.145650197
1419.199406250  0.147443660
1419.202140625  0.147940849
1419.204875000  0.149467709
1419.207609375  0.150072855
1419.210343750  0.151296974
1419.213078125  0.152230307
1419.215812500  0.153644054
1419.218546875  0.154432723
1419.221281250  0.155871256
1419.224015625  0.157084793
1419.226750000  0.157351069
1419.229484375  0.159266926
1419.232218750  0.159529767
1419.234953125  0.160981263
1419.237687500  0.162297727
1419.240421875  0.162960647
1419.243156250  0.164328518
1419.245890625  0.165412370
1419.248625000  0.166058008
1419.251359375  0.167374948
1419.254093750  0.168654197
1419.256828125  0.170022156
1419.259562500  0.170741965
1419.262296875  0.171723334
1419.265031250  0.172390522
1419.267765625  0.173842059
1419.270500000  0.174572164
1419.273234375  0.175828044
1419.275968750  0.176568835
1419.278703125  0.177634114
1419.281437500  0.178624570
1419.284171875  0.179659870
1419.286906250  0.180518518
1419.289640625  0.181494490
1419.292375000  0.182484245
1419.295109375  0.184014934
1419.297843750  0.184863779
1419.300578125  0.185591672
1419.303312500  0.186761284
1419.306046875  0.187671231
1419.308781250  0.188797590
1419.311515625  0.189258007
1419.314250000  0.190056261
1419.316984375  0.190776683
1419.319718750  0.192493581
1419.322453125  0.193306630
1419.325187500  0.194176447
1419.327921875  0.194625109
1419.330656250  0.195692119
1419.333390625  0.196123904
1419.336125000  0.197757949
1419.338859375  0.198388184
1419.341593750  0.199233649
1419.344328125  0.200096350
1419.347062500  0.201273589
1419.349796875  0.201135752
1419.352531250  0.202427987
1419.355265625  0.204227072
1419.358000000  0.203872388
1419.360734375  0.204761444
1419.363468750  0.205756667
1419.366203125  0.206317706
1419.368937500  0.207044863
1419.371671875  0.208648570
1419.374406250  0.209392647
1419.377140625  0.210219899
1419.379875000  0.210710194
1419.382609375  0.210976577
1419.385343750  0.211998953
1419.388078125  0.212399473
1419.390812500  0.213969958
1419.393546875  0.213918553
1419.396281250  0.214860226
1419.399015625  0.215363966
1419.401750000  0.216651726
1419.404484375  0.216926918
1419.407218750  0.217548151
1419.409953125  0.217735264
1419.412687500  0.218990469
1419.415421875  0.219355742
1419.418156250  0.220146692
1419.420890625  0.221130585
1419.423625000  0.221697613
1419.426359375  0.222720679
1419.429093750  0.222340174
1419.431828125  0.223317640
1419.434562500  0.223020258
1419.437296875  0.223967156
1419.440031250  0.225480982
1419.442765625  0.225509740
1419.445500000  0.226138387
1419.448234375  0.226320280
1419.450968750  0.226826582
1419.453703125  0.227376265
1419.456437500  0.227960988
1419.459171875  0.228556560
1419.461906250  0.229359088
1419.464640625  0.229472900
1419.467375000  0.228919951
1419.470109375  0.231169890
1419.472843750  0.231267581
1419.475578125  0.231562257
1419.478312500  0.232663698
1419.481046875  0.231840623
1419.483781250  0.232783147
