4/18/2025 1:01:30 AM  Counts:50000
1419.200000000  0.176580591
1419.204687500  0.176259510
1419.209375000  0.176055063
1419.214062500  0.176969340
1419.218750000  0.177516563
1419.223437500  0.177913203
1419.228125000  0.179356220
1419.232812500  0.180126841
1419.237500000  0.180330679
1419.242187500  0.183667879
1419.246875000  0.183604486
1419.251562500  0.184705137
1419.256250000  0.186570261
1419.260937500  0.188977763
1419.265625000  0.190483643
1419.270312500  0.192036663
1419.275000000  0.194811834
1419.279687500  0.196624295
1419.284375000  0.197891157
1419.289062500  0.201626937
1419.293750000  0.204014782
1419.298437500  0.206559982
1419.303125000  0.208972422
1419.307812500  0.210729923
1419.312500000  0.213610151
1419.317187500  0.216041689
1419.321875000  0.217876300
1419.326562500  0.221109767
1419.331250000  0.224158586
1419.335937500  0.226649713
1419.340625000  0.229051790
1419.345312500  0.232293047
1419.350000000  0.235120186
1419.354687500  0.237462133
1419.359375000  0.241189032
1419.364062500  0.243236170
1419.368750000  0.246660160
1419.373437500  0.249148803
1419.378125000  0.252754296
1419.382812500  0.255813110
1419.387500000  0.257946183
1419.392187500  0.260910776
1419.396875000  0.262960810
1419.401562500  0.266747829
1419.406250000  0.269663789
1419.410937500  0.271973746
1419.415625000  0.274703746
1419.420312500  0.277778336
1419.425000000  0.279724840
1419.429687500  0.282436521
1419.434375000  0.284936667
1419.439062500  0.286941623
1419.443750000  0.290078702
1419.448437500  0.291737663
1419.453125000  0.294363496
1419.457812500  0.297402148
1419.462500000  0.300007066
1419.467187500  0.301857060
1419.471875000  0.304904830
1419.476562500  0.306020731
1419.481250000  0.307876259
1419.485937500  0.310269710
1419.490625000  0.313063546
1419.495312500  0.313050413
1419.500000000  0.316833148
1419.504687500  0.317876851
1419.509375000  0.320056267
1419.514062500  0.323333061
1419.518750000  0.323287960
1419.523437500  0.326077098
1419.528125000  0.328543760
1419.532812500  0.329131775
1419.537500000  0.330980963
1419.542187500  0.331958028
1419.546875000  0.334588939
1419.551562500  0.334301678
1419.556250000  0.336997884
1419.560937500  0.337361401
1419.565625000  0.338546977
1419.570312500  0.341149809
1419.575000000  0.342184207
1419.579687500  0.343737927
1419.584375000  0.343637395
1419.589062500  0.345082190
1419.593750000  0.344457843
1419.598437500  0.346315856
1419.603125000  0.347582911
1419.607812500  0.346578081
1419.612500000  0.348867984
1419.617187500  0.349023899
1419.621875000  0.350836360
1419.626562500  0.350735367
1419.631250000  0.351276303
1419.635937500  0.351760570
1419.640625000  0.353201186
1419.645312500  0.352776980
1419.650000000  0.353465217
1419.654687500  0.353640182
1419.659375000  0.353777535
1419.664062500  0.353673702
1419.668750000  0.355093709
1419.673437500  0.355520857
1419.678125000  0.355150218
1419.682812500  0.355923528
1419.687500000  0.354427379
1419.692187500  0.356898136
1419.696875000  0.355473748
1419.701562500  0.356784557
1419.706250000  0.356864621
1419.710937500  0.354470657
1419.715625000  0.356340560
1419.720312500  0.356367282
1419.725000000  0.355557979
1419.729687500  0.358356327
1419.734375000  0.356929142
1419.739062500  0.356941837
1419.743750000  0.355304842
1419.748437500  0.354507183
1419.753125000  0.357656713
1419.757812500  0.354019475
1419.762500000  0.354365769
1419.767187500  0.353251317
1419.771875000  0.354012823
1419.776562500  0.353194514
1419.781250000  0.352905419
1419.785937500  0.354056901
1419.790625000  0.351970696
1419.795312500  0.348756089
1419.800000000  0.351503246
1419.804687500  0.349365866
1419.809375000  0.349208761
1419.814062500  0.349678561
1419.818750000  0.349541231
1419.823437500  0.347939932
1419.828125000  0.349293277
1419.832812500  0.347544275
1419.837500000  0.348062240
1419.842187500  0.347107669
1419.846875000  0.347259604
1419.851562500  0.347209420
1419.856250000  0.346029012
