4/18/2025 1:01:19 AM  Counts:50000
1419.200000000  0.175949773
1419.204687500  0.175868723
1419.209375000  0.176357405
1419.214062500  0.176396008
1419.218750000  0.177292028
1419.223437500  0.177925351
1419.228125000  0.179430711
1419.232812500  0.179770824
1419.237500000  0.181675209
1419.242187500  0.182397971
1419.246875000  0.184212977
1419.251562500  0.185745874
1419.256250000  0.187291583
1419.260937500  0.189417240
1419.265625000  0.190454562
1419.270312500  0.192563992
1419.275000000  0.193320303
1419.279687500  0.195952878
1419.284375000  0.198905131
1419.289062500  0.201386543
1419.293750000  0.203122431
1419.298437500  0.205736226
1419.303125000  0.208158234
1419.307812500  0.211367804
1419.312500000  0.213555863
1419.317187500  0.216717327
1419.321875000  0.217387813
1419.326562500  0.221635387
1419.331250000  0.223840589
1419.335937500  0.226817581
1419.340625000  0.230693850
1419.345312500  0.232404571
1419.350000000  0.234801204
1419.354687500  0.238340561
1419.359375000  0.241200980
1419.364062500  0.243127423
1419.368750000  0.246485519
1419.373437500  0.250174550
1419.378125000  0.253091547
1419.382812500  0.254604721
1419.387500000  0.257110752
1419.392187500  0.260637463
1419.396875000  0.263542309
1419.401562500  0.266382035
1419.406250000  0.268297080
1419.410937500  0.271236272
1419.415625000  0.274036500
1419.420312500  0.277082802
1419.425000000  0.280474024
1419.429687500  0.282180150
1419.434375000  0.285161285
1419.439062500  0.287434569
1419.443750000  0.288962370
1419.448437500  0.291963062
1419.453125000  0.294464762
1419.457812500  0.296713468
1419.462500000  0.299152924
1419.467187500  0.301721412
1419.471875000  0.304692162
1419.476562500  0.306783335
1419.481250000  0.308151378
1419.485937500  0.310854947
1419.490625000  0.313303313
1419.495312500  0.313859513
1419.500000000  0.316065694
1419.504687500  0.318636640
1419.509375000  0.321174375
1419.514062500  0.322630007
1419.518750000  0.323839588
1419.523437500  0.326149213
1419.528125000  0.327272076
1419.532812500  0.329066851
1419.537500000  0.330782977
1419.542187500  0.331857374
1419.546875000  0.334327706
1419.551562500  0.334155041
1419.556250000  0.337940430
1419.560937500  0.337376614
1419.565625000  0.337528620
1419.570312500  0.340515295
1419.575000000  0.341480360
1419.579687500  0.341658179
1419.584375000  0.344265218
1419.589062500  0.343051575
1419.593750000  0.346277497
1419.598437500  0.346441723
1419.603125000  0.346935055
1419.607812500  0.348984552
1419.612500000  0.348498871
1419.617187500  0.350917612
1419.621875000  0.351569769
1419.626562500  0.350764644
1419.631250000  0.350515897
1419.635937500  0.351090553
1419.640625000  0.352406909
1419.645312500  0.353134536
1419.650000000  0.354935627
1419.654687500  0.351865965
1419.659375000  0.353875621
1419.664062500  0.353954794
1419.668750000  0.355230900
1419.673437500  0.355188996
1419.678125000  0.355577512
1419.682812500  0.355621351
1419.687500000  0.356787880
1419.692187500  0.357633607
1419.696875000  0.356516781
1419.701562500  0.356899830
1419.706250000  0.355948175
1419.710937500  0.357205239
1419.715625000  0.356101171
1419.720312500  0.355678447
1419.725000000  0.358202780
1419.729687500  0.358159979
1419.734375000  0.356800650
1419.739062500  0.358593430
1419.743750000  0.356002525
1419.748437500  0.354593097
1419.753125000  0.355039559
1419.757812500  0.353667892
1419.762500000  0.353843586
1419.767187500  0.354689906
1419.771875000  0.352404606
1419.776562500  0.352585869
1419.781250000  0.352628108
1419.785937500  0.351854812
1419.790625000  0.352941033
1419.795312500  0.350484845
1419.800000000  0.350512175
1419.804687500  0.351072352
1419.809375000  0.351174689
1419.814062500  0.348142799
1419.818750000  0.349524772
1419.823437500  0.348533388
1419.828125000  0.349050606
1419.832812500  0.347900108
1419.837500000  0.348967664
1419.842187500  0.347541297
1419.846875000  0.347227703
1419.851562500  0.349021677
1419.856250000  0.346066748
1419.860937500  0.345054005
1419.865625000  0.347597553
1419.870312500  0.347334075
1419.875000000  0.355483390
1419.879687500  0.370279075
1419.884375000  0.533344578
1419.889062500  0.471144240
1419.893750000  0.364080303
1419.898437500  0.347869108
1419.903125000  0.344563197
1419.907812500  0.343202114
1419.912500000  0.342485501
1419.917187500  0.340871357
1419.921875000  0.345686128
1419.926562500  0.342562965
1419.931250000  0.341070303
1419.935937500  0.342659842
1419.940625000  0.340667514
1419.945312500  0.339297788
1419.950000000  0.341108174
1419.954687500  0.338567978
1419.959375000  0.339420808
1419.964062500  0.341016892
1419.968750000  0.339673817
1419.973437500  0.338568926
1419.978125000  0.340564578
1419.982812500  0.340335485
1419.987500000  0.340135279
1419.992187500  0.339432233
1419.996875000  0.339577300
1420.001562500  0.340611664
1420.006250000  0.339961308
1420.010937500  0.341286367
1420.015625000  0.341463242
1420.020312500  0.340593003
1420.025000000  0.339751797
1420.029687500  0.341877941
1420.034375000  0.343040231
1420.039062500  0.342169265
1420.043750000  0.342308588
1420.048437500  0.339582936
1420.053125000  0.341109815
1420.057812500  0.342225111
1420.062500000  0.340457212
1420.067187500  0.342368485
1420.071875000  0.342979139
1420.076562500  0.343105339
1420.081250000  0.342873504
1420.085937500  0.342587245
1420.090625000  0.344078478
1420.095312500  0.344140062
1420.100000000  0.344927861
1420.104687500  0.343345527
1420.109375000  0.345353770
1420.114062500  0.344624074
1420.118750000  0.346186090
1420.123437500  0.345485133
1420.128125000  0.346048525
1420.132812500  0.346231796
1420.137500000  0.346968072
1420.142187500  0.346801875
1420.146875000  0.348617428
1420.151562500  0.348135218
1420.156250000  0.347225491
1420.160937500  0.347427848
1420.165625000  0.348957025
1420.170312500  0.348976304
1420.175000000  0.349679954
1420.179687500  0.351094966
1420.184375000  0.350822046
1420.189062500  0.351072152
1420.193750000  0.352567986
1420.198437500  0.351792475
1420.203125000  0.353595786
1420.207812500  0.353256147
1420.212500000  0.353435063
1420.217187500  0.353540826
1420.221875000  0.353404592
1420.226562500  0.354302366
1420.231250000  0.355090869
1420.235937500  0.356124487
1420.240625000  0.354075695
1420.245312500  0.355004069
1420.250000000  0.356947364
1420.254687500  0.355418109
1420.259375000  0.357697465
1420.264062500  0.356115697
1420.268750000  0.358214978
1420.273437500  0.357714591
1420.278125000  0.359523713
1420.282812500  0.359958151
1420.287500000  0.357652198
1420.292187500  0.360434795
1420.296875000  0.360364997
1420.301562500  0.361988130
1420.306250000  0.359522926
1420.310937500  0.362266996
1420.315625000  0.361001689
1420.320312500  0.359887674
1420.325000000  0.361900508
1420.329687500  0.363330578
1420.334375000  0.361798334
1420.339062500  0.363297915
1420.343750000  0.360985935
1420.348437500  0.363041063
1420.353125000  0.362263180
1420.357812500  0.363227725
1420.362500000  0.362356902
1420.367187500  0.364210291
1420.371875000  0.362284661
1420.376562500  0.362793176
1420.381250000  0.363844704
1420.385937500  0.364146354
1420.390625000  0.362871089
1420.395312500  0.365001809
1420.400000000  0.359166350
1420.404687500  0.364353073
1420.409375000  0.362526110
1420.414062500  0.364028026
1420.418750000  0.361957293
1420.423437500  0.363440855
1420.428125000  0.364880347
1420.432812500  0.363138320
1420.437500000  0.363294669
1420.442187500  0.361262231
1420.446875000  0.363807298
1420.451562500  0.362870637
1420.456250000  0.362678566
1420.460937500  0.363362522
1420.465625000  0.361146488
1420.470312500  0.362160707
1420.475000000  0.362494219
1420.479687500  0.360635490
1420.484375000  0.361071883
1420.489062500  0.362467449
1420.493750000  0.361512957
1420.498437500  0.362384675
1420.503125000  0.360496809
1420.507812500  0.362736905
1420.512500000  0.361690741
1420.517187500  0.359364986
1420.521875000  0.360947768
1420.526562500  0.360124287
1420.531250000  0.360917104
1420.535937500  0.360688430
1420.540625000  0.358226567
1420.545312500  0.358994533
1420.550000000  0.359865921
1420.554687500  0.361251315
1420.559375000  0.358143728
1420.564062500  0.359128545
1420.568750000  0.359141098
1420.573437500  0.357927740
1420.578125000  0.356677319
1420.582812500  0.356498438
1420.587500000  0.356494545
1420.592187500  0.356500602
1420.596875000  0.355327888
1420.601562500  0.354814276
1420.606250000  0.353120172
1420.610937500  0.353803613
1420.615625000  0.352275494
1420.620312500  0.353766967
1420.625000000  0.351830736
1420.629687500  0.350946478
1420.634375000  0.351347808
1420.639062500  0.350596024
1420.643750000  0.349289768
1420.648437500  0.348936093
1420.653125000  0.346119013
1420.657812500  0.347741028
1420.662500000  0.345943155
1420.667187500  0.346202950
1420.671875000  0.344853722
