4/18/2025 12:55:54 AM  Counts:50000
1419.200000000  0.177309296
1419.204687500  0.177213757
1419.209375000  0.177583844
1419.214062500  0.178015855
1419.218750000  0.177862984
1419.223437500  0.179857381
1419.228125000  0.180135399
1419.232812500  0.181656992
1419.237500000  0.182638188
1419.242187500  0.183708025
1419.246875000  0.184275226
1419.251562500  0.186583929
1419.256250000  0.188504157
1419.260937500  0.189618646
1419.265625000  0.191693404
1419.270312500  0.194219089
1419.275000000  0.196449618
1419.279687500  0.197320187
1419.284375000  0.200472840
1419.289062500  0.203160604
1419.293750000  0.205334858
1419.298437500  0.207233386
1419.303125000  0.209778812
1419.307812500  0.212181704
1419.312500000  0.213918480
1419.317187500  0.217531970
1419.321875000  0.219845769
1419.326562500  0.222904563
1419.331250000  0.226015459
1419.335937500  0.228140745
1419.340625000  0.231364168
1419.345312500  0.233067359
1419.350000000  0.237542537
1419.354687500  0.239398826
1419.359375000  0.241660969
1419.364062500  0.244397339
1419.368750000  0.247210387
1419.373437500  0.249741640
1419.378125000  0.253666490
1419.382812500  0.255719990
1419.387500000  0.259426741
1419.392187500  0.262008516
1419.396875000  0.264222878
1419.401562500  0.267405831
1419.406250000  0.270229098
1419.410937500  0.272724970
1419.415625000  0.275327291
1419.420312500  0.278104666
1419.425000000  0.280632580
1419.429687500  0.283546047
1419.434375000  0.285448138
1419.439062500  0.287904735
1419.443750000  0.291376947
1419.448437500  0.292922456
1419.453125000  0.295702504
1419.457812500  0.300243301
1419.462500000  0.302194103
1419.467187500  0.302388232
1419.471875000  0.307309057
1419.476562500  0.306855305
1419.481250000  0.308821741
1419.485937500  0.311509051
1419.490625000  0.314125524
1419.495312500  0.316017625
1419.500000000  0.317248376
1419.504687500  0.318267649
1419.509375000  0.320161911
1419.514062500  0.323984418
1419.518750000  0.325783537
1419.523437500  0.327941785
1419.528125000  0.328876486
1419.532812500  0.329392511
1419.537500000  0.331197515
1419.542187500  0.333638160
1419.546875000  0.333991331
1419.551562500  0.335225570
1419.556250000  0.338850287
1419.560937500  0.338917992
1419.565625000  0.338973277
1419.570312500  0.340802171
1419.575000000  0.342531489
1419.579687500  0.344045641
1419.584375000  0.344484082
1419.589062500  0.344582070
1419.593750000  0.346770429
1419.598437500  0.346347821
1419.603125000  0.347684964
1419.607812500  0.349777650
1419.612500000  0.348733329
1419.617187500  0.349946831
1419.621875000  0.350467105
1419.626562500  0.351918926
1419.631250000  0.349781768
1419.635937500  0.351232126
1419.640625000  0.351149852
1419.645312500  0.355423429
1419.650000000  0.353739877
1419.654687500  0.354180124
1419.659375000  0.352574090
1419.664062500  0.354190739
1419.668750000  0.354909351
1419.673437500  0.354421269
1419.678125000  0.355350219
1419.682812500  0.355230787
1419.687500000  0.354251333
1419.692187500  0.355272172
1419.696875000  0.354865688
1419.701562500  0.354410518
1419.706250000  0.354745278
1419.710937500  0.354942389
1419.715625000  0.354081734
1419.720312500  0.356013009
1419.725000000  0.353789931
1419.729687500  0.355033504
1419.734375000  0.355948229
1419.739062500  0.354490834
1419.743750000  0.353816729
1419.748437500  0.354495275
1419.753125000  0.355290321
1419.757812500  0.353372228
1419.762500000  0.352930751
